customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03099,Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),111.6,846.02,Yes
CUST-03100,Male,0,No,No,54,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.02,2134.24,Yes
CUST-03101,Male,0,No,Yes,36,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,111.91,3983.38,No
CUST-03102,Male,0,No,No,52,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.11,2056.04,No
CUST-03103,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),82.39,474.49,Yes
CUST-03104,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),56.82,1493.33,No
CUST-03105,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,73.9,3670.97,No
CUST-03106,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,46.71,1885.31,No
CUST-03107,Female,1,No,No,30,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,59.56,1873.56,No
CUST-03108,Female,1,No,No,54,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),69.35,3784.68,No
CUST-03109,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.19,4997.64,Yes
CUST-03110,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.4,5494.7,Yes
CUST-03111,Male,0,Yes,Yes,28,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.18,2969.74,No
CUST-03112,Male,0,Yes,No,17,No,No phone service,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Mailed check,33.02,558.04,No
CUST-03113,Female,0,No,Yes,48,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.98,5523.14,Yes
CUST-03114,Female,0,No,No,44,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,75.95,3293.23,No
CUST-03115,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,80.2,4847.25,No
CUST-03116,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),46.16,2693.79,No
CUST-03117,Male,1,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),48.91,218.5,No
CUST-03118,Female,0,No,No,69,No,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.07,2255.78,No
CUST-03119,Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.62,7270.97,No
CUST-03120,Female,0,Yes,Yes,7,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.3,520.4,Yes
CUST-03121,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,27.95,1437.54,Yes
CUST-03122,Male,1,Yes,Yes,17,No,No,DSL,No internet service,No,Yes,No internet service,No,No,One year,Yes,Electronic check,63.32,1083.13,No
CUST-03123,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.73,3074.62,No
CUST-03124,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.38,794.12,Yes
CUST-03125,Male,0,No,Yes,22,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,37.03,867.01,No
CUST-03126,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,113.4,5046.2,No
CUST-03127,Female,0,No,Yes,59,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.68,5751.95,No
CUST-03128,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.93,632.84,Yes
CUST-03129,Male,0,No,No,12,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),37.19,424.65,No
CUST-03130,Female,0,No,Yes,36,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,96.29,3470.86,Yes
CUST-03131,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,No,Electronic check,30.09,255.78,No
CUST-03132,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.91,336.67,Yes
CUST-03133,Female,0,No,No,19,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,87.35,1623.18,No
CUST-03134,Male,0,No,No,6,No,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.43,160.69,No
CUST-03135,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.59,465.51,No
CUST-03136,Male,0,No,No,30,No,Yes,No,No,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),54.24,1617.16,No
CUST-03137,Female,0,Yes,No,46,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,27.78,1328.78,No
CUST-03138,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,81.7,2151.85,Yes
CUST-03139,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,83.93,3729.17,No
CUST-03140,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,73.1,2639.32,No
CUST-03141,Female,0,No,No,9,Yes,No,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,53.58,494.35,No
CUST-03142,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.21,6741.24,No
CUST-03143,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.38,3061.46,No
CUST-03144,Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,74.55,3501.53,Yes
CUST-03145,Male,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),67.07,1429.44,No
CUST-03146,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),103.99,1734.15,No
CUST-03147,Female,0,No,No,55,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,116.05,6361.79,No
CUST-03148,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.84,553.57,Yes
CUST-03149,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Electronic check,23.04,744.6,Yes
CUST-03150,Male,0,No,No,50,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),68.11,3408.29,No
CUST-03151,Male,0,Yes,Yes,37,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),83.84,3106.16,No
CUST-03152,Female,0,No,Yes,13,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.39,1293.64,Yes
CUST-03153,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),49.67,1165.93,No
CUST-03154,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,87.0,41.26,No
CUST-03155,Male,0,Yes,Yes,49,No,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,22.72,1087.22,No
CUST-03156,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,53.85,1861.98,No
CUST-03157,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),48.49,2519.85,No
CUST-03158,Male,1,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),26.73,1372.6,No
CUST-03159,Female,1,Yes,No,54,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.6,4848.93,Yes
CUST-03160,Male,0,Yes,Yes,47,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,55.58,2543.73,Yes
CUST-03161,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),40.22,1722.55,No
CUST-03162,Male,0,No,No,20,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.01,655.75,Yes
CUST-03163,Female,0,No,No,33,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),110.18,3626.01,Yes
CUST-03164,Male,0,Yes,Yes,16,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),32.15,568.23,No
CUST-03165,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,106.3,799.68,No
CUST-03166,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),71.01,4994.57,No
CUST-03167,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),21.18,486.77,No
CUST-03168,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.74,4190.73,No
CUST-03169,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,74.41,4038.73,No
CUST-03170,Female,0,Yes,No,19,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,50.4,905.67,No
CUST-03171,Male,1,Yes,No,25,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),45.36,1129.55,No
CUST-03172,Male,0,Yes,No,67,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,50.36,3442.3,No
CUST-03173,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,39.91,2096.68,Yes
CUST-03174,Female,0,No,No,48,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,43.04,2058.32,No
CUST-03175,Male,1,Yes,Yes,42,Yes,Yes,No,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),56.67,2433.81,No
CUST-03176,Female,0,No,No,47,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.11,3338.95,No
CUST-03177,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.02,3859.82,No
CUST-03178,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,48.92,97.64,Yes
CUST-03179,Male,0,Yes,Yes,6,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,31.79,172.75,No
CUST-03180,Male,0,No,No,46,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,20.1,938.89,No
CUST-03181,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.96,3668.61,Yes
CUST-03182,Male,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,98.67,3916.13,No
CUST-03183,Male,1,No,Yes,58,Yes,No,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),51.54,3020.6,No
CUST-03184,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No,Yes,No,No,No,Two year,Yes,Electronic check,40.15,1281.14,No
CUST-03185,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,110.99,6955.56,No
CUST-03186,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.55,945.89,No
CUST-03187,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,117.52,5651.38,No
CUST-03188,Female,1,No,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,75.21,356.62,Yes
CUST-03189,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),73.17,3745.94,No
CUST-03190,Female,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.14,8008.22,No
CUST-03191,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.29,2582.3,No
CUST-03192,Female,0,No,No,49,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),70.5,3454.86,No
CUST-03193,Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,42.35,2591.55,No
CUST-03194,Male,0,Yes,No,46,No,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),57.06,2619.97,No
CUST-03195,Female,0,Yes,No,68,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,75.33,5114.6,No
CUST-03196,Female,0,No,No,41,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),75.56,3118.41,No
CUST-03197,Female,0,Yes,No,67,Yes,Yes,No,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,64.46,4334.16,No
CUST-03198,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.32,1141.13,No
CUST-03199,Male,1,No,No,18,Yes,No,No,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,34.01,546.81,No
CUST-03200,Female,0,No,Yes,51,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,106.48,5447.13,Yes
CUST-03201,Male,0,No,Yes,36,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),93.21,3407.3,No
CUST-03202,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,102.06,3393.98,No
CUST-03203,Female,0,No,No,12,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,21.61,206.39,No
CUST-03204,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,97.78,452.23,No
CUST-03205,Male,1,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,93.44,4520.63,No
CUST-03206,Female,0,Yes,No,40,No,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),20.07,815.48,Yes
CUST-03207,Male,1,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,63.99,775.94,No
CUST-03208,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),49.08,1279.72,No
CUST-03209,Female,0,No,Yes,14,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,44.08,586.01,No
CUST-03210,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.02,352.48,Yes
CUST-03211,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),43.84,1628.75,No
CUST-03212,Female,1,No,Yes,57,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,95.74,5414.09,No
CUST-03213,Female,0,Yes,Yes,22,No,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,110.6,2355.15,No
CUST-03214,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),53.81,888.17,No
CUST-03215,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),47.11,1478.07,No
CUST-03216,Female,0,No,No,2,Yes,Yes,No,No,No,Yes,No internet service,No,Yes,One year,No,Mailed check,47.9,89.06,Yes
CUST-03217,Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,72.5,3933.86,No
CUST-03218,Female,0,Yes,No,2,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,22.65,59.03,No
CUST-03219,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,76.61,251.17,Yes
CUST-03220,Female,0,No,No,56,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,One year,No,Electronic check,111.86,6213.52,No
CUST-03221,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,68.23,4898.35,No
CUST-03222,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.65,624.31,No
CUST-03223,Female,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),22.05,736.76,Yes
CUST-03224,Male,0,No,No,4,Yes,No phone service,No,No internet service,No,No,No,No,No,Two year,Yes,Mailed check,73.87,300.34,No
CUST-03225,Female,0,Yes,No,9,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.91,334.78,Yes
CUST-03226,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.08,3658.3,No
CUST-03227,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.51,850.51,No
CUST-03228,Female,0,No,No,71,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),44.61,3207.22,No
CUST-03229,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,115.67,1152.89,No
CUST-03230,Female,1,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.34,3464.09,No
CUST-03231,Female,0,No,Yes,24,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.19,753.11,Yes
CUST-03232,Female,0,No,No,64,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),50.26,3270.57,No
CUST-03233,Male,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),89.74,5027.69,No
CUST-03234,Female,0,No,Yes,22,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),102.0,2238.23,No
CUST-03235,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),71.7,3718.42,No
CUST-03236,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.83,5483.49,No
CUST-03237,Male,0,No,Yes,47,Yes,No,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.88,2577.22,Yes
CUST-03238,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),25.77,642.09,No
CUST-03239,Female,0,No,No,19,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),114.03,2146.96,Yes
CUST-03240,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,60.2,3156.89,Yes
CUST-03241,Female,1,No,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),20.35,716.71,No
CUST-03242,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),91.36,2658.32,No
CUST-03243,Female,0,No,Yes,61,Yes,Yes,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,43.68,2725.98,No
CUST-03244,Female,1,No,No,35,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.28,891.45,No
CUST-03245,Female,0,Yes,No,5,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.09,452.41,Yes
CUST-03246,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),42.74,260.58,No
CUST-03247,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),73.42,2985.72,No
CUST-03248,Male,1,No,Yes,2,No,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,80.45,185.84,Yes
CUST-03249,Male,1,Yes,No,10,Yes,Yes,No,No,No,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),114.39,1128.02,No
CUST-03250,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,58.44,2543.82,Yes
CUST-03251,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Mailed check,69.14,4909.42,No
CUST-03252,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,48.77,1694.81,No
CUST-03253,Male,0,No,No,62,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,65.57,4079.32,No
CUST-03254,Male,0,No,Yes,20,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,18.72,365.45,No
CUST-03255,Female,1,Yes,Yes,35,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.59,3784.01,No
CUST-03256,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),24.73,935.57,No
CUST-03257,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,43.1,3136.19,No
CUST-03258,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.35,4908.93,Yes
CUST-03259,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,83.44,2414.96,No
CUST-03260,Male,0,Yes,Yes,70,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),94.68,6660.38,Yes
CUST-03261,Female,0,Yes,No,32,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,69.53,2180.03,No
CUST-03262,Female,1,No,No,11,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),112.72,1248.14,Yes
CUST-03263,Male,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),114.39,4886.89,No
CUST-03264,Female,0,No,No,23,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),95.31,2265.04,No
CUST-03265,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.81,1411.09,No
CUST-03266,Female,0,No,No,9,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.2,187.41,Yes
CUST-03267,Female,0,No,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.03,4359.2,No
CUST-03268,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,18.92,524.62,No
CUST-03269,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.56,3259.61,No
CUST-03270,Female,1,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,77.98,3669.35,No
CUST-03271,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),81.13,1752.42,Yes
CUST-03272,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,24.16,765.31,No
